Region,State,Date,EVs
Landkreis Miesbach,Bayern,2021-10-01,108
Landkreis Miltenberg,Bayern,2021-10-01,23
Landkreis Mühldorf a. Inn,Bayern,2021-10-01,90
Landkreis München,Bayern,2021-10-01,518
Landkreis Neuburg-Schrobenhausen,Bayern,2021-10-01,87
Landkreis Neumarkt i.d. OPf.,Bayern,2021-10-01,121
Landkreis Neustadt a.d. Aisch-Bad Windsheim,Bayern,2021-10-01,130
Landkreis Neustadt a.d. Waldnaab,Bayern,2021-10-01,68
Landkreis Neu-Ulm,Bayern,2021-10-01,126
Landkreis Nürnberger Land,Bayern,2021-10-01,138
Landkreis Oberallgäu,Bayern,2021-10-01,136
Landkreis Ostallgäu,Bayern,2021-10-01,84
Landkreis Passau,Bayern,2021-10-01,207
Landkreis Pfaffenhofen a.d. Ilm,Bayern,2021-10-01,73
Landkreis Regen,Bayern,2021-10-01,93
Landkreis Regensburg,Bayern,2021-10-01,167
Landkreis Rhön-Grabfeld,Bayern,2021-10-01,88
Landkreis Rosenheim,Bayern,2021-10-01,274
Landkreis Roth,Bayern,2021-10-01,121
Landkreis Rottal-Inn,Bayern,2021-10-01,66
Landkreis Schwandorf,Bayern,2021-10-01,111
Landkreis Schweinfurt,Bayern,2021-10-01,125
Landkreis Starnberg,Bayern,2021-10-01,62
Landkreis Straubing-Bogen,Bayern,2021-10-01,96
Landkreis Tirschenreuth,Bayern,2021-10-01,42
Landkreis Traunstein,Bayern,2021-10-01,144
Landkreis Unterallgäu,Bayern,2021-10-01,101
Landkreis Weilheim-Schongau,Bayern,2021-10-01,67
Landkreis Weißenburg-Gunzenhausen,Bayern,2021-10-01,50
Landkreis Wunsiedel i. Fichtelgebirge,Bayern,2021-10-01,89
Landkreis Würzburg,Bayern,2021-10-01,97
Kreisfreie Stadt Berlin,Berlin,2021-10-01,2002
Kreisfreie Stadt Brandenburg an der Havel,Brandenburg,2021-10-01,52
Kreisfreie Stadt Cottbus,Brandenburg,2021-10-01,25
Kreisfreie Stadt Frankfurt (Oder),Brandenburg,2021-10-01,23
Kreisfreie Stadt Potsdam,Brandenburg,2021-10-01,89
Landkreis Barnim,Brandenburg,2021-10-01,94
Landkreis Dahme-Spreewald,Brandenburg,2021-10-01,87
Landkreis Elbe-Elster,Brandenburg,2021-10-01,29
Landkreis Havelland,Brandenburg,2021-10-01,65
Landkreis Märkisch-Oderland,Brandenburg,2021-10-01,51
Landkreis Oberhavel,Brandenburg,2021-10-01,112
Landkreis Oberspreewald-Lausitz,Brandenburg,2021-10-01,59
Landkreis Oder-Spree,Brandenburg,2021-10-01,46
Landkreis Ostprignitz-Ruppin,Brandenburg,2021-10-01,84
Landkreis Potsdam-Mittelmark,Brandenburg,2021-10-01,143
Landkreis Prignitz,Brandenburg,2021-10-01,18
Landkreis Spree-Neiße,Brandenburg,2021-10-01,47
Landkreis Teltow-Fläming,Brandenburg,2021-10-01,97
Landkreis Uckermark,Brandenburg,2021-10-01,99
Kreisfreie Stadt Bremen,Bremen,2021-10-01,355
Kreisfreie Stadt Bremerhaven,Bremen,2021-10-01,68
Kreisfreie Stadt Hamburg,Hamburg,2021-10-01,1510
Kreisfreie Stadt Darmstadt,Hessen,2021-10-01,142
Kreisfreie Stadt Frankfurt am Main,Hessen,2021-10-01,335
Kreisfreie Stadt Kassel,Hessen,2021-10-01,82
Kreisfreie Stadt Offenbach am Main,Hessen,2021-10-01,25
Kreisfreie Stadt Wiesbaden,Hessen,2021-10-01,251
Landkreis Bergstraße,Hessen,2021-10-01,153
Landkreis Darmstadt-Dieburg,Hessen,2021-10-01,191
Landkreis Fulda,Hessen,2021-10-01,165
Landkreis Gießen,Hessen,2021-10-01,134
Landkreis Groß-Gerau,Hessen,2021-10-01,390
Landkreis Hersfeld-Rotenburg,Hessen,2021-10-01,66
Landkreis Hochtaunuskreis,Hessen,2021-10-01,116
Landkreis Kassel,Hessen,2021-10-01,277
Landkreis Lahn-Dill-Kreis,Hessen,2021-10-01,91
Landkreis Limburg-Weilburg,Hessen,2021-10-01,191
Landkreis Main-Kinzig-Kreis,Hessen,2021-10-01,246
Landkreis Main-Taunus-Kreis,Hessen,2021-10-01,145
Landkreis Marburg-Biedenkopf,Hessen,2021-10-01,119
Landkreis Odenwaldkreis,Hessen,2021-10-01,62
Landkreis Offenbach,Hessen,2021-10-01,246
Landkreis Rheingau-Taunus-Kreis,Hessen,2021-10-01,121
Landkreis Schwalm-Eder-Kreis,Hessen,2021-10-01,102
Landkreis Vogelsbergkreis,Hessen,2021-10-01,92
Landkreis Waldeck-Frankenberg,Hessen,2021-10-01,83
Landkreis Werra-Meißner-Kreis,Hessen,2021-10-01,59
Landkreis Wetteraukreis,Hessen,2021-10-01,164
Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern,2021-10-01,88
Kreisfreie Stadt Schwerin,Mecklenburg-Vorpommern,2021-10-01,65
Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,2021-10-01,110
Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,2021-10-01,65
Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,2021-10-01,75
Landkreis Rostock,Mecklenburg-Vorpommern,2021-10-01,88
Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,2021-10-01,82
Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,2021-10-01,91
Kreisfreie Stadt Braunschweig,Niedersachsen,2021-10-01,145
Kreisfreie Stadt Delmenhorst,Niedersachsen,2021-10-01,48
Kreisfreie Stadt Emden,Niedersachsen,2021-10-01,57
Kreisfreie Stadt Oldenburg (Oldb),Niedersachsen,2021-10-01,115
Kreisfreie Stadt Osnabrück,Niedersachsen,2021-10-01,169
Kreisfreie Stadt Salzgitter,Niedersachsen,2021-10-01,111
Kreisfreie Stadt Wilhelmshaven,Niedersachsen,2021-10-01,37
Kreisfreie Stadt Wolfsburg,Niedersachsen,2021-10-01,514
Landkreis Ammerland,Niedersachsen,2021-10-01,78
Landkreis Aurich,Niedersachsen,2021-10-01,78
Landkreis Celle,Niedersachsen,2021-10-01,33
Landkreis Cloppenburg,Niedersachsen,2021-10-01,105
Landkreis Cuxhaven,Niedersachsen,2021-10-01,79
Landkreis Diepholz,Niedersachsen,2021-10-01,126
Landkreis Emsland,Niedersachsen,2021-10-01,211
Landkreis Friesland,Niedersachsen,2021-10-01,97
